3D Asset?,Prop ID,Link,Brand,Prop Name,Size,Color,Modsy Color,Vendor Style #/ SKU,Retail,Ghost Product,Living Room,Dining Room,Family Room,Office,Guest Room,Master Bedroom,Guest Bedroom,Kid's Room,Nursery,Entry,Studio,Open Living / Dining Room,Price Point,Pet-Friendly,Kid-Friendly,Mod Visionary,Rustic Warmth,Mod Enthusiast,Atomic Industrial,Mod Collector,Contemporary Connoisseur,Refined Rustic,Contemporary Minimalist,Elegant Connoisseur,Modern Rustic,Refined Modern,Mid-Century Chic,Industrial Visionary,Chic Collector,Comfortably Chic,Updated Traditional,Rustic Traveler,Contemporary Collector,Reclaimed Visionary,Discerning Collector,Less is More Chic,Inviting Industrial,Refined Connoisseur,Urban Collector,Classic Collector,Refined Industrial,Urban Traditional,Vintage Farmhouse,Modern Vintage,Industrial Chic,Farmhouse Chic,Refined Farmhouse,Timeless Traditional,Traditional Collector,Rustic Minimalist,Traditionally Chic,Cost
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Charcoal 3'-6"" x 5'-6""",,,Grey,CAPPCAP-03CC003656,$219.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$89.00 
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Charcoal 5'-0"" x 7'-6""",,,Grey,CAPPCAP-03CC005076,$379.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$155.00 
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Charcoal 7'-6"" x 9'-6""",,,Grey,CAPPCAP-03CC007696,$719.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$299.00 
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Charcoal 9'-3"" X 13'",,,Grey,CAPPCAP-03CC0093D0,"$1,419.00 ",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$589.00 
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Indigo 3'-6"" x 5'-6""",,,Blue,CAPPCAP-03IN003656,$219.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$89.00 
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Indigo 5'-0"" x 7'-6""",,,Blue,CAPPCAP-03IN005076,$379.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$155.00 
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Indigo 7'-6"" x 9'-6""",,,Blue,CAPPCAP-03IN007696,$719.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$299.00 
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Indigo 9'-3"" X 13'",,,Blue,CAPPCAP-03IN0093D0,"$1,419.00 ",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$589.00 
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Ivory 3'-6"" x 5'-6""",,,Beige,CAPPCAP-01IV003656,$219.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$89.00 
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Ivory 5'-0"" x 7'-6""",,,Beige,CAPPCAP-01IV005076,$379.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$155.00 
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Ivory 7'-6"" x 9'-6""",,,Beige,CAPPCAP-01IV007696,$719.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$299.00 
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Ivory 9'-3"" X 13'",,,Beige,CAPPCAP-01IV0093D0,"$1,419.00 ",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$589.00 
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Silver 3'-6"" x 5'-6""",,,Silver,CAPPCAP-02SI003656,$219.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$89.00 
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Silver 5'-0"" x 7'-6""",,,Silver,CAPPCAP-02SI005076,$379.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$155.00 
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Silver 7'-6"" x 9'-6""",,,Silver,CAPPCAP-02SI007696,$719.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$299.00 
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Silver 9'-3"" X 13'",,,Silver,CAPPCAP-02SI0093D0,"$1,419.00 ",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$589.00 
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Teal 3'-6"" x 5'-6""",,,Blue,CAPPCAP-04TE003656,$219.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$89.00 
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Teal 5'-0"" x 7'-6""",,,Blue,CAPPCAP-04TE005076,$379.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$155.00 
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Teal 7'-6"" x 9'-6""",,,Blue,CAPPCAP-04TE007696,$719.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$299.00 
,,,Loloi,"Caspia-Loloi X Justina Blakeney Collection Teal 9'-3"" X 13'",,,Blue,CAPPCAP-04TE0093D0,"$1,419.00 ",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,,,X,X,,X,,,X,,X,,,X,,,,,,X,,$589.00 
,,,Loloi,"Fante-Loloi X Justina Blakeney Collection Charcoal 3'-6"" x 5'-6""",,,Grey,FANTFAN-01CC003656,$189.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,,X,,,,,,,,X,X,,,X,X,X,X,,,,X,,,,,,,,,,,,,$79.00 
,,,Loloi,"Fante-Loloi X Justina Blakeney Collection Lt.Blue 3'-6"" x 5'-6""",,,Blue,FANTFAN-03LB003656,$189.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,,X,,,,,,,,X,X,,,X,X,X,X,,,,X,,,,,,,,,,,,,$79.00 
,,,Loloi,"Fante-Loloi X Justina Blakeney Collection Terracotta 3'-6"" x 5'-6""",,,Blue,FANTFAN-04TC003656,$189.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,,X,,,,,,,,X,X,,,X,X,X,X,,,,X,,,,,,,,,,,,,$79.00 
,,,Loloi,"Feroz-Loloi X Justina Blakeney Collection Berry 5'-0"" x 7'-6""",,,Red,FEROFER-04BY005076,$349.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,,X,,X,,,,,,,,X,X,,,X,X,X,X,,,,X,,,,,,,,,,,,,$145.00 
,,,Loloi,"Feroz-Loloi X Justina Blakeney Collection Gold 5'-0"" x 7'-6""",,,Gold,FEROFER-02GO005076,$349.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,,X,,X,,,,,,,,X,X,,,X,X,X,X,,,,X,,,,,,,,,,,,,$145.00 
,,,Loloi,"Feroz-Loloi X Justina Blakeney Collection Silver 5'-0"" x 7'-6""",,,Silver,FEROFER-01SI005076,$349.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,,X,,X,,,,,,,,X,X,,,X,X,X,X,,,,X,,,,,,,,,,,,,$145.00 
,,,Loloi,"Feroz-Loloi X Justina Blakeney Collection Tangerine 5'-0"" x 7'-6""",,,Orange,FEROFER-05TG005076,$349.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,,X,,X,,,,,,,,X,X,,,X,X,X,X,,,,X,,,,,,,,,,,,,$145.00 
,,,Loloi,"Feroz-Loloi X Justina Blakeney Collection Teal 5'-0"" x 7'-6""",,,Blue,FEROFER-03TE005076,$349.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,,X,,X,,,,,,,,X,X,,,X,X,X,X,,,,X,,,,,,,,,,,,,$145.00 
,,,Loloi,"Isle Blue/Grey 3'-11"" X 5'-10""",,,Blue,ISLEIE-07BBGY3B5A,$89.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,,X,,,,,,X,X,,,,X,,X,,,X,X,,,,,X,,,,,,,X,,,$35.00 
,,,Loloi,"Isle Blue/Grey 5'-3"" X 7'-7""",,,Blue,ISLEIE-07BBGY5377,$139.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,,X,,,,,,X,X,,,,X,,X,,,X,X,,,,,X,,,,,,,X,,,$55.00 
,,,Loloi,"Isle Blue/Grey 7'-10"" X 10'-9""",,,Blue,ISLEIE-07BBGY7AA9,$339.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,,X,,,,,,X,X,,,,X,,X,,,X,X,,,,,X,,,,,,,X,,,$139.00 
,,,Loloi,"Isle Blue/Grey 9'-2"" x 12'-1""",,,Blue,ISLEIE-07BBGY92C1,$519.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,,X,,X,,,,,,X,X,,,,X,,X,,,X,X,,,,,X,,,,,,,X,,,$215.00 
,,,Loloi,"Isle Brown/Black 3'-11"" X 5'-10""",,,Black,ISLEIE-09BRBL3B5A,$89.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,X,X,,,X,,,X,,X,,,,,X,X,X,X,X,,X,,,,,,,,,,,,,$35.00 
,,,Loloi,"Isle Brown/Black 5'-3"" X 7'-7""",,,Black,ISLEIE-09BRBL5377,$139.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,X,X,,,X,,,X,,X,,,,,X,X,X,X,X,,X,,,,,,,,,,,,,$55.00 
,,,Loloi,"Isle Brown/Black 7'-10"" X 10'-9""",,,Black,ISLEIE-09BRBL7AA9,$339.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,,X,X,X,,,X,,,X,,X,,,,,X,X,X,X,X,,X,,,,,,,,,,,,,$139.00 
,,,Loloi,"Isle Brown/Black 9'-2"" x 12'-1""",,,Black,ISLEIE-09BRBL92C1,$519.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,,X,X,X,,,X,,,X,,X,,,,,,,,,X,,X,,,,,,,,,,,,,$215.00 
,,,Loloi,"Isle Grey/Aqua 3'-11"" X 5'-10""",,,Grey,ISLEIE-10GYAQ3B5A,$89.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$35.00 
,,,Loloi,"Isle Grey/Aqua 5'-3"" X 7'-7""",,,Grey,ISLEIE-10GYAQ5377,$139.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,X,X,,,,,X,X,,X,X,,,X,X,X,,,,,,,,,,,,,,,,,,$55.00 
,,,Loloi,"Isle Grey/Aqua 7'-10"" X 10'-9""",,,Grey,ISLEIE-10GYAQ7AA9,$339.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,,X,X,X,,,,,X,X,,X,X,,,X,X,X,,,,,,,,,,,,,,,,,,$139.00 
,,,Loloi,"Isle Grey/Aqua 9'-2"" x 12'-1""",,,Grey,ISLEIE-10GYAQ92C1,$519.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,,X,X,X,,,,,X,X,,X,X,,,X,X,X,,,,,,,,,,,,,,,,,,$215.00 
,,,Loloi,"Isle Grey/Charcoal 3'-11"" X 5'-10""",,,Grey,ISLEIE-06GYCC3B5A,$89.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,X,X,,,,,,X,X,X,,,X,,X,X,X,,,,,,,,,,X,,,,,,X,$35.00 
,,,Loloi,"Isle Grey/Charcoal 5'-3"" X 7'-7""",,,Grey,ISLEIE-06GYCC5377,$139.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,X,X,,,,,,X,X,X,,,X,,X,X,X,,,,,,,,,,X,,,,,,X,$55.00 
,,,Loloi,"Isle Grey/Charcoal 7'-10"" X 10'-9""",,,Grey,ISLEIE-06GYCC7AA9,$339.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,X,X,,,,,,X,X,X,,,X,,X,X,X,,,,,,,,,,X,,,,,,X,$139.00 
,,,Loloi,"Isle Grey/Charcoal 9'-2"" x 12'-1""",,,Grey,ISLEIE-06GYCC92C1,$519.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,,X,X,X,,,,,,X,X,X,,,X,,X,X,X,,,,,,,,,,X,,,,,,X,$215.00 
,,,Loloi,"Isle Natural/Black 3'-11"" X 5'-10""",,,Black,ISLEIE-08NABL3B5A,$89.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,X,X,,,X,,,X,,X,,,,,X,X,X,X,,,,,,,,,X,,,,,,,$35.00 
,,,Loloi,"Isle Natural/Black 5'-3"" X 7'-7""",,,Black,ISLEIE-08NABL5377,$139.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,X,X,,,X,,,X,,X,,,,,X,X,X,X,,,,,,,,,X,,,,,,,$55.00 
,,,Loloi,"Isle Natural/Black 7'-10"" X 10'-9""",,,Black,ISLEIE-08NABL7AA9,$339.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,X,X,,,X,,,X,,X,,,,,X,X,X,X,,,,,,,,,X,,,,,,,$139.00 
,,,Loloi,"Isle Natural/Black 9'-2"" x 12'-1""",,,Black,ISLEIE-08NABL92C1,$519.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,,X,X,X,,,X,,,X,,X,,,,,X,X,X,X,,,,,,,,,X,,,,,,,$215.00 
,,,Loloi,"Isle Rust/Beige 3'-11"" X 5'-10""",,,Orange,ISLEIE-05RUBE3B5A,$89.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,X,X,X,X,X,,,,X,X,,X,,X,,,X,X,,,,,X,,,X,,X,X,X,,,X,,,$35.00 
,,,Loloi,"Isle Rust/Beige 5'-3"" X 7'-7""",,,Orange,ISLEIE-05RUBE5377,$139.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,X,X,X,X,X,,,,X,X,,X,,X,,,X,X,,,,,X,,,X,,X,X,X,,,X,,,$55.00 
,,,Loloi,"Isle Rust/Beige 7'-10"" X 10'-9""",,,Orange,ISLEIE-05RUBE7AA9,$339.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,X,X,X,X,X,,,,X,X,,X,,X,,,X,X,,,,,X,,,X,,X,X,X,,,X,,,$139.00 
,,,Loloi,"Isle Rust/Beige 9'-2"" x 12'-1""",,,Orange,ISLEIE-05RUBE92C1,$519.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,X,X,X,X,X,,,,X,X,,X,,X,,,X,X,,,,,X,,,X,,X,X,X,,,X,,,$215.00 
,,,Loloi ,"Revere Avocado/Multi 11'-6"" X 15'-6""",,,Green,REVRREV-07AVMLB6F6,"$1,789.00 ",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,,X,,X,X,,,,,X,,,,,,X,,X,,,,,X,,,X,,,X,,,,,,,$779.00 
,,,Loloi ,"Revere Avocado/Multi 2'-6"" x 10'-0""",,,Green,REVRREV-07AVML26A0,$219.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,,X,X,,,,,X,,,,,,X,,X,,,,,X,,,X,,,X,,,,,,,$90.00 
,,,Loloi ,"Revere Avocado/Multi 2'-6"" x 16'-0""",,,Green,REVRREV-07AVML26G0,$359.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,,X,,X,X,,,,,X,,,,,,X,,X,,,,,X,,,X,,,X,,,,,,,$149.00 
,,,Loloi ,"Revere Avocado/Multi 2'-6"" x 8'-0""",,,Green,REVRREV-07AVML2680,$179.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,,X,X,,,,,X,,,,,,X,,X,,,,,X,,,X,,,X,,,,,,,$75.00 
,,,Loloi ,"Revere Avocado/Multi 3'-9"" x 5'-9""",,,Green,REVRREV-07AVML3959,$189.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,,X,X,,,,,X,,,,,,X,,X,,,,,X,,,X,,,X,,,,,,,$79.00 
,,,Loloi ,"Revere Avocado/Multi 5'-0"" x 8'-0""",,,Green,REVRREV-07AVML5080,$309.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,,X,X,,,,,X,,,,,,X,,X,,,,,X,,,X,,,X,,,,,,,$129.00 
,,,Loloi ,"Revere Avocado/Multi 7'-10"" X 10'",,,Green,REVRREV-07AVML7AA0,$699.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,,X,,X,X,,,,,X,,,,,,X,,X,,,,,X,,,X,,,X,,,,,,,$289.00 
,,,Loloi ,"Revere Avocado/Multi 9'-6"" X 12'-5""",,,Green,REVRREV-07AVML96C5,"$1,189.00 ",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,,X,,X,X,,,,,X,,,,,,X,,X,,,,,X,,,X,,,X,,,,,,,$495.00 
,,,Loloi ,"Revere Granite/Blue 11'-6"" X 15'-6""",,,Blue,REVRREV-08GNBBB6F6,"$1,789.00 ",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,,,X,,X,,X,,,,,X,,,,X,,X,,X,,,X,,X,,,X,,,,X,,,X,$779.00 
,,,Loloi ,"Revere Granite/Blue 2'-6"" x 10'-0""",,,Blue,REVRREV-08GNBB26A0,$219.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,,,X,,X,,X,,,,,X,,,,X,,X,,X,,,X,,X,,,X,,,,X,,,X,$90.00 
,,,Loloi ,"Revere Granite/Blue 2'-6"" x 16'-0""",,,Blue,REVRREV-08GNBB26G0,$359.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,,,X,,X,,X,,,,,X,,,,X,,X,,X,,,X,,X,,,X,,,,X,,,X,$149.00 
,,,Loloi ,"Revere Granite/Blue 2'-6"" x 8'-0""",,,Blue,REVRREV-08GNBB2680,$179.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,,,X,,X,,X,,,,,X,,,,X,,X,,X,,,X,,X,,,X,,,,X,,,X,$75.00 
,,,Loloi ,"Revere Granite/Blue 3'-9"" x 5'-9""",,,Blue,REVRREV-08GNBB3959,$189.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,,,X,,X,,X,,,,,X,,,,X,,X,,X,,,X,,X,,,X,,,,X,,,X,$79.00 
,,,Loloi ,"Revere Granite/Blue 5'-0"" x 8'-0""",,,Blue,REVRREV-08GNBB5080,$309.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,,,X,,X,,X,,,,,X,,,,X,,X,,X,,,X,,X,,,X,,,,X,,,X,$129.00 
,,,Loloi ,"Revere Granite/Blue 7'-10"" X 10'",,,Blue,REVRREV-08GNBB7AA0,$699.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,,,X,,X,,X,,,,,X,,,,X,,X,,X,,,X,,X,,,X,,,,X,,,X,$289.00 
,,,Loloi ,"Revere Granite/Blue 9'-6"" X 12'-5""",,,Blue,REVRREV-08GNBB96C5,"$1,189.00 ",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,,,X,,X,,X,,,,,X,,,,X,,X,,X,,,X,,X,,,X,,,,X,,,X,$495.00 
,,,Loloi ,"Revere Grey/Multi 11'-6"" X 15'-6""",,,Grey,REVRREV-03GYMLB6F6,"$1,789.00 ",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,,X,X,X,X,,,,X,,,X,X,,X,X,X,X,,,X,,X,,X,X,X,,X,X,X,,,X,X,$779.00 
,,,Loloi ,"Revere Grey/Multi 2'-6"" x 10'-0""",,,Grey,REVRREV-03GYML26A0,$219.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,X,X,,X,,,X,,,X,X,,X,X,,X,,,X,,X,,,X,X,,X,X,X,,,,X,$90.00 
,,,Loloi ,"Revere Grey/Multi 2'-6"" x 16'-0""",,,Grey,REVRREV-03GYML26G0,$359.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,,X,X,X,X,,,,X,,,X,X,,X,X,X,X,,,X,,X,,X,X,X,,X,X,X,,,X,X,$149.00 
,,,Loloi ,"Revere Grey/Multi 2'-6"" x 8'-0""",,,Grey,REVRREV-03GYML2680,$179.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,X,X,,X,,,X,,,X,X,,X,X,,X,,,X,,X,,,X,X,,X,X,X,,,,X,$75.00 
,,,Loloi ,"Revere Grey/Multi 3'-9"" x 5'-9""",,,Grey,REVRREV-03GYML3959,$189.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,,X,X,X,X,,,,X,,,X,X,,X,X,X,X,,,X,,X,,X,X,X,,X,X,X,,,X,X,$79.00 
,,,Loloi ,"Revere Grey/Multi 5'-0"" x 8'-0""",,,Grey,REVRREV-03GYML5080,$309.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,,X,X,X,X,,,,X,,,X,X,,X,X,X,X,,,X,,X,,X,X,X,,X,X,X,,,X,X,$129.00 
,,,Loloi ,"Revere Grey/Multi 7'-10"" X 10'",,,Grey,REVRREV-03GYML7AA0,$699.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,,X,X,X,X,,,,X,,,X,X,,X,X,X,X,,,X,,X,,X,X,X,,X,X,X,,,X,X,$289.00 
