3D Asset?,Prop ID,Link,Brand,Prop Name,Size,Color,Modsy Color,EXTERNAL_ID,Retail,Ghost Product,Living Room,Dining Room,Family Room,Office,Guest Room,Master Bedroom,Guest Bedroom,Kid's Room,Nursery,Entry,Studio,Open Living / Dining Room,Price Point,Pet-Friendly,Kid-Friendly,Mod Visionary,Rustic Warmth,Mod Enthusiast,Atomic Industrial,Mod Collector,Contemporary Connoisseur,Refined Rustic,Contemporary Minimalist,Elegant Connoisseur,Modern Rustic,Refined Modern,Mid-Century Chic,Industrial Visionary,Chic Collector,Comfortably Chic,Updated Traditional,Rustic Traveler,Contemporary Collector,Reclaimed Visionary,Discerning Collector,Less is More Chic,Inviting Industrial,Refined Connoisseur,Urban Collector,Classic Collector,Refined Industrial,Urban Traditional,Vintage Farmhouse,Modern Vintage,Industrial Chic,Farmhouse Chic,Refined Farmhouse,Timeless Traditional,Traditional Collector,Rustic Minimalist,Traditionally Chic,Cost
,,,Bhawan Textiles,"Layla Olive 2'-6"" X 9'-6""",,,Green,LAYLLAY-03OLCC2696,$169.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,X,,,,X,X,,,$55.00 
,,,Bhawan Textiles,"Layla Olive 3'-6"" x 5'-6""",,,Green,LAYLLAY-03OLCC3656,$129.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,X,,,,X,X,,,$40.00 
,,,Bhawan Textiles,"Layla Olive 5'-0"" x 7'-6""",,,Green,LAYLLAY-03OLCC5076,$229.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,X,,,,X,X,,,$75.00 
,,,Bhawan Textiles,"Layla Olive 7'-6"" x 9'-6""",,,Green,LAYLLAY-03OLCC7696,$439.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,X,,,,X,X,,,$145.00 
,,,Bhawan Textiles,"Layla Olive 9'-0"" x 12'-0""",,,Green,LAYLLAY-03OLCC90C0,$749.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,X,,,,X,X,,,$249.00 
,,,Bhawan Textiles,"Layla Red 2'-6"" x 12'-0""",,,Red,LAYLLAY-08RENV26C0,$199.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,X,,,X,X,,X,X,,,,X,X,X,X,X,X,X,X,,X,,X,,X,X,,X,X,X,X,X,X,X,$65.00 
,,,Bhawan Textiles,"Layla Red 2'-6"" X 7'-6""",,,Red,LAYLLAY-08RENV2676,$129.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,X,,,X,X,,X,X,,,,X,X,X,X,X,X,X,X,,X,,X,,X,X,,X,X,X,X,X,X,X,$40.00 
,,,Bhawan Textiles,"Layla Red 2'-6"" X 9'-6""",,,Red,LAYLLAY-08RENV2696,$169.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,X,,,X,X,,X,X,,,,X,X,X,X,X,X,X,X,,X,,X,,X,X,,X,X,X,X,X,X,X,$55.00 
,,,Bhawan Textiles,"Layla Red 3'-6"" x 5'-6""",,,Red,LAYLLAY-08RENV3656,$129.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,X,,,X,X,,X,X,,,,X,X,X,X,X,X,X,X,,X,,X,,X,X,,X,X,X,X,X,X,X,$40.00 
,,,Bhawan Textiles,"Layla Red 5'-0"" x 7'-6""",,,Red,LAYLLAY-08RENV5076,$229.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,X,,,X,X,,X,X,,,,X,X,X,X,X,X,X,X,,X,,X,,X,X,,X,X,X,X,X,X,X,$75.00 
,,,Bhawan Textiles,"Layla Red 7'-6"" x 9'-6""",,,Red,LAYLLAY-08RENV7696,$439.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,X,,,X,X,,X,X,,,,X,X,X,X,X,X,X,X,,X,,X,,X,X,,X,X,X,X,X,X,X,$145.00 
,,,Bhawan Textiles,"Layla Red 9'-0"" x 12'-0""",,,Red,LAYLLAY-08RENV90C0,$749.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,X,,,X,X,,X,X,,,,X,X,X,X,X,X,X,X,,X,,X,,X,X,,X,X,X,X,X,X,X,$249.00 
,,,Bhawan Textiles,"Layla Rust 2'-6"" x 12'-0""",,,Brown,LAYLLAY-04OCRU26C0,$199.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,X,,,,X,X,,,$65.00 
,,,Bhawan Textiles,"Layla Rust 2'-6"" X 7'-6""",,,Brown,LAYLLAY-04OCRU2676,$129.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,X,,,,X,X,,,$40.00 
,,,Bhawan Textiles,"Layla Rust 2'-6"" X 9'-6""",,,Brown,LAYLLAY-04OCRU2696,$169.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,X,,,,X,X,,,$55.00 
,,,Bhawan Textiles,"Layla Rust 3'-6"" x 5'-6""",,,Brown,LAYLLAY-04OCRU3656,$129.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,X,,,,X,X,,,$40.00 
,,,Bhawan Textiles,"Layla Rust 5'-0"" x 7'-6""",,,Brown,LAYLLAY-04OCRU5076,$229.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,X,,,,X,X,,,$75.00 
,,,Bhawan Textiles,"Layla Rust 7'-6"" x 9'-6""",,,Brown,LAYLLAY-04OCRU7696,$439.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,X,,,,X,X,,,$145.00 
,,,Bhawan Textiles,"Layla Rust 9'-0"" x 12'-0""",,,Brown,LAYLLAY-04OCRU90C0,$749.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,X,,,,X,X,,,$249.00 
,,,Bhawan Textiles,"Layla Spice 2'-6"" x 12'-0""",,,Orange,LAYLLAY-02SQNN26C0,$199.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,X,,,,,,,,,,,,,,,,,,,X,X,,,,X,X,,,$65.00 
,,,Bhawan Textiles,"Layla Spice 2'-6"" X 7'-6""",,,Orange,LAYLLAY-02SQNN2676,$129.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,X,,,,,,,,,,,,,,,,,,,X,X,,,,X,X,,,$40.00 
,,,Bhawan Textiles,"Layla Spice 2'-6"" X 9'-6""",,,Orange,LAYLLAY-02SQNN2696,$169.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,X,,,,,,,,,,,,,,,,,,,X,X,,,,X,X,,,$55.00 
,,,Bhawan Textiles,"Layla Spice 3'-6"" x 5'-6""",,,Orange,LAYLLAY-02SQNN3656,$129.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,X,,,,,,,,,,,,,,,,,,,X,X,,,,X,X,,,$40.00 
,,,Bhawan Textiles,"Layla Spice 5'-0"" x 7'-6""",,,Orange,LAYLLAY-02SQNN5076,$229.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,X,,,,,,,,,,,,,,,,,,,X,X,,,,X,X,,,$75.00 
,,,Bhawan Textiles,"Layla Spice 7'-6"" x 9'-6""",,,Orange,LAYLLAY-02SQNN7696,$439.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,X,,,,,,,,,,,,,,,,,,,X,X,,,,X,X,,,$145.00 
,,,Bhawan Textiles,"Layla Spice 9'-0"" x 12'-0""",,,Orange,LAYLLAY-02SQNN90C0,$749.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,X,,,,,,,,,,,,,,,,X,,,X,X,,,,X,X,,,$249.00 
,,,Bhawan Textiles,"Layla Stone 2'-6"" x 12'-0""",,,Grey,LAYLLAY-06TASN26C0,$199.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,X,X,,,$65.00 
,,,Bhawan Textiles,"Layla Stone 2'-6"" X 7'-6""",,,Grey,LAYLLAY-06TASN2676,$129.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,X,X,,,$40.00 
,,,Bhawan Textiles,"Layla Stone 2'-6"" X 9'-6""",,,Grey,LAYLLAY-06TASN2696,$169.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,X,X,,,$55.00 
,,,Bhawan Textiles,"Layla Stone 3'-6"" x 5'-6""",,,Grey,LAYLLAY-06TASN3656,$129.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,X,X,,,$40.00 
,,,Bhawan Textiles,"Layla Stone 5'-0"" x 7'-6""",,,Grey,LAYLLAY-06TASN5076,$229.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,X,X,,,$75.00 
,,,Bhawan Textiles,"Layla Stone 7'-6"" x 9'-6""",,,Grey,LAYLLAY-06TASN7696,$439.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,X,X,,,$145.00 
,,,Bhawan Textiles,"Layla Stone 9'-0"" x 12'-0""",,,Grey,LAYLLAY-06TASN90C0,$749.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,X,X,,,$249.00 
,,,Bhawan Textiles,"Layla Tangerine 2'-6"" x 12'-0""",,,Orange,LAYLLAY-07BBTG26C0,$199.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,$65.00 
,,,Bhawan Textiles,"Layla Tangerine 2'-6"" X 7'-6""",,,Orange,LAYLLAY-07BBTG2676,$129.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,$40.00 
,,,Bhawan Textiles,"Layla Tangerine 2'-6"" X 9'-6""",,,Orange,LAYLLAY-07BBTG2696,$169.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,$55.00 
,,,Bhawan Textiles,"Layla Tangerine 3'-6"" x 5'-6""",,,Orange,LAYLLAY-07BBTG3656,$129.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,$40.00 
,,,Bhawan Textiles,"Layla Tangerine 5'-0"" x 7'-6""",,,Orange,LAYLLAY-07BBTG5076,$229.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,$75.00 
,,,Bhawan Textiles,"Layla Tangerine 7'-6"" x 9'-6""",,,Orange,LAYLLAY-07BBTG7696,$439.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,$145.00 
,,,Bhawan Textiles,"Layla Tangerine 9'-0"" x 12'-0""",,,Orange,LAYLLAY-07BBTG90C0,$749.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,$249.00 
,,,Bhawan Textiles,"Nadia Aqua/Navy 10'-0"" x 14'-0""",,,Blue,NADINN-03AQNVA0E0,"$1,109.00",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$369.00
,,,Bhawan Textiles,"Nadia Aqua/Navy 10'-0"" x 14'-0""",,,Blue,NADINN-07AQNVA0E0,"$1,109.00",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$369.00
,,,Bhawan Textiles,"Nadia Aqua/Navy 2'-2"" X 10'",,,Blue,NADINN-03AQNV22A0,$169.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$55.00
,,,Bhawan Textiles,"Nadia Aqua/Navy 2'-2"" X 10'",,,Blue,NADINN-07AQNV22A0,$169.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$55.00
,,,Bhawan Textiles,"Nadia Aqua/Navy 2'-2"" X 12'",,,Blue,NADINN-03AQNV22C0,$179.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,x,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$59.00
,,,Bhawan Textiles,"Nadia Aqua/Navy 2'-2"" X 12'",,,Blue,NADINN-07AQNV22C0,$179.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$59.00
,,,Bhawan Textiles,"Nadia Aqua/Navy 2'-2"" x 6'-0""",,,Blue,NADINN-03AQNV2260,$89.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$29.00
,,,Bhawan Textiles,"Nadia Aqua/Navy 2'-2"" x 6'-0""",,,Blue,NADINN-07AQNV2260,$89.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,x,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$29.00
,,,Bhawan Textiles,"Nadia Aqua/Navy 2'-2"" X 8'",,,Blue,NADINN-03AQNV2280,$129.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$40.00
,,,Bhawan Textiles,"Nadia Aqua/Navy 2'-2"" X 8'",,,Blue,NADINN-07AQNV2280,$129.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$40.00
,,,Bhawan Textiles,"Nadia Aqua/Navy 3'-0"" x 5'-0""",,,Blue,NADINN-03AQNV3050,$109.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$35.00
,,,Bhawan Textiles,"Nadia Aqua/Navy 3'-0"" x 5'-0""",,,Blue,NADINN-07AQNV3050,$109.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$35.00
,,,Bhawan Textiles,"Nadia Aqua/Navy 5'-1"" X 7'-7""",,,Blue,NADINN-03AQNV5177,$229.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$75.00
,,,Bhawan Textiles,"Nadia Aqua/Navy 5'-1"" X 7'-7""",,,Blue,NADINN-07AQNV5177,$229.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$75.00
,,,Bhawan Textiles,"Nadia Aqua/Navy 8'-0"" x 11'-0""",,,Blue,NADINN-03AQNV80B0,$589.00,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$195.00
,,,Bhawan Textiles,"Nadia Aqua/Navy 8'-0"" x 11'-0""",,,Blue,NADINN-07AQNV80B0,$589.00,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$195.00
,,,Bhawan Textiles,"Nadia Aqua/Navy 9'-0"" x 12'-0""",,,Blue,NADINN-03AQNV90C0,$839.00,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$279.00
,,,Bhawan Textiles,"Nadia Aqua/Navy 9'-0"" x 12'-0""",,,Blue,NADINN-07AQNV90C0,$839.00,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$279.00
,,,Bhawan Textiles,"Nadia Aqua/Pink 10'-0"" x 14'-0""",,,Blue,NADINN-03AQPIA0E0,"$1,109.00",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$369.00
,,,Bhawan Textiles,"Nadia Aqua/Pink 2'-2"" X 10'",,,Blue,NADINN-03AQPI22A0,$169.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$55.00
,,,Bhawan Textiles,"Nadia Aqua/Pink 2'-2"" X 12'",,,Blue,NADINN-03AQPI22C0,$179.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$59.00
,,,Bhawan Textiles,"Nadia Aqua/Pink 2'-2"" x 6'-0""",,,Blue,NADINN-03AQPI2260,$89.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$29.00
,,,Bhawan Textiles,"Nadia Aqua/Pink 2'-2"" X 8'",,,Blue,NADINN-03AQPI2280,$129.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$40.00
,,,Bhawan Textiles,"Nadia Aqua/Pink 3'-0"" x 5'-0""",,,Blue,NADINN-03AQPI3050,$109.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$35.00
,,,Bhawan Textiles,"Nadia Aqua/Pink 5'-1"" X 7'-7""",,,Blue,NADINN-03AQPI5177,$229.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$75.00
,,,Bhawan Textiles,"Nadia Aqua/Pink 8'-0"" x 11'-0""",,,Blue,NADINN-03AQPI80B0,$589.00,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$195.00
,,,Bhawan Textiles,"Nadia Aqua/Pink 9'-0"" x 12'-0""",,,Blue,NADINN-03AQPI90C0,$839.00,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$279.00
,,,Bhawan Textiles,"Nadia Blue/Fiesta 2'-7"" x 10'-0""",,,Blue,NOURNU-03BBFD27A0,$169.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$55.00
,,,Bhawan Textiles,"Nadia Blue/Fiesta 2'-7"" x 8'-0""",,,Blue,NOURNU-03BBFD2780,$129.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$40.00
,,,Bhawan Textiles,"Nadia Blue/Fiesta 5'-2"" X 7'-7""",,,Blue,NOURNU-03BBFD5277,$209.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,x,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$69.00
,,,Bhawan Textiles,"Nadia Blue/Fiesta 7'-9"" X 10'-6""",,,Blue,NOURNU-03BBFD79A6,$479.00,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$159.00
,,,Bhawan Textiles,"Nadia Blue/Fiesta 9' X 13'-3""",,,Blue,NOURNU-03BBFD90D3,$819.00,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$270.00
,,,Bhawan Textiles,"Nadia Blue/Midnight 10'-0"" x 14'-0""",,,Blue,NADINN-04BBMDA0E0,"$1,109.00",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$369.00
,,,Bhawan Textiles,"Nadia Blue/Midnight 2'-2"" X 10'",,,Blue,NADINN-04BBMD22A0,$169.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$55.00
,,,Bhawan Textiles,"Nadia Blue/Midnight 2'-2"" X 12'",,,Blue,NADINN-04BBMD22C0,$179.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$59.00
,,,Bhawan Textiles,"Nadia Blue/Midnight 2'-2"" x 6'-0""",,,Blue,NADINN-04BBMD2260,$89.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$29.00
,,,Bhawan Textiles,"Nadia Blue/Midnight 2'-2"" X 8'",,,Blue,NADINN-04BBMD2280,$129.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$40.00
,,,Bhawan Textiles,"Nadia Blue/Midnight 3'-0"" x 5'-0""",,,Blue,NADINN-04BBMD3050,$109.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$35.00
,,,Bhawan Textiles,"Nadia Blue/Midnight 5'-1"" X 7'-7""",,,Blue,NADINN-04BBMD5177,$229.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$75.00
,,,Bhawan Textiles,"Nadia Blue/Midnight 8'-0"" x 11'-0""",,,Blue,NADINN-04BBMD80B0,$589.00,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$195.00
,,,Bhawan Textiles,"Nadia Blue/Midnight 9'-0"" x 12'-0""",,,Blue,NADINN-04BBMD90C0,$839.00,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$279.00
,,,Bhawan Textiles,"Nadia Blue/Multi 2'-7"" x 10'-0""",,,Blue,NOURNU-02BBML27A0,$169.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$55.00
,,,Bhawan Textiles,"Nadia Blue/Multi 2'-7"" x 8'-0""",,,Blue,NOURNU-02BBML2780,$129.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$40.00
,,,Bhawan Textiles,"Nadia Blue/Multi 5'-2"" X 7'-7""",,,Blue,NOURNU-02BBML5277,$209.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$69.00
,,,Bhawan Textiles,"Nadia Blue/Multi 7'-9"" X 10'-6""",,,Blue,NOURNU-02BBML79A6,$479.00,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$159.00
,,,Bhawan Textiles,"Nadia Blue/Multi 9' X 13'-3""",,,Blue,NOURNU-02BBML90D3,$819.00,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$270.00
,,,Bhawan Textiles,"Nadia Ivory/Fiesta 10'-0"" x 14'-0""",,,Beige,NADINN-02IVFDA0E0,"$1,109.00",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$369.00
,,,Bhawan Textiles,"Nadia Ivory/Fiesta 2'-2"" X 10'",,,Beige,NADINN-02IVFD22A0,$169.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$55.00
,,,Bhawan Textiles,"Nadia Ivory/Fiesta 2'-2"" X 12'",,,Beige,NADINN-02IVFD22C0,$179.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$59.00
