3D Asset?,Prop ID,Link,Brand,Prop Name,Size,Color,Modsy Color,EXTERNAL_ID,Retail,Ghost Product,Living Room,Dining Room,Family Room,Office,Guest Room,Master Bedroom,Guest Bedroom,Kid's Room,Nursery,Entry,Studio,Open Living / Dining Room,Price Point,Pet-Friendly,Kid-Friendly,Mod Visionary,Rustic Warmth,Mod Enthusiast,Atomic Industrial,Mod Collector,Contemporary Connoisseur,Refined Rustic,Contemporary Minimalist,Elegant Connoisseur,Modern Rustic,Refined Modern,Mid-Century Chic,Industrial Visionary,Chic Collector,Comfortably Chic,Updated Traditional,Rustic Traveler,Contemporary Collector,Reclaimed Visionary,Discerning Collector,Less is More Chic,Inviting Industrial,Refined Connoisseur,Urban Collector,Classic Collector,Refined Industrial,Urban Traditional,Vintage Farmhouse,Modern Vintage,Industrial Chic,Farmhouse Chic,Refined Farmhouse,Timeless Traditional,Traditional Collector,Rustic Minimalist,Traditionally Chic,Cost
,,,Bhawan Textiles,"Nadia Ivory/Fiesta 2'-2"" x 6'-0""",,,Beige,NADINN-02IVFD2260,$89.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,x,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$29.00
,,,Bhawan Textiles,"Nadia Ivory/Fiesta 2'-2"" X 8'",,,Beige,NADINN-02IVFD2280,$129.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$40.00
,,,Bhawan Textiles,"Nadia Ivory/Fiesta 3'-0"" x 5'-0""",,,Beige,NADINN-02IVFD3050,$109.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$35.00
,,,Bhawan Textiles,"Nadia Ivory/Fiesta 5'-1"" X 7'-7""",,,Beige,NADINN-02IVFD5177,$229.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$75.00
,,,Bhawan Textiles,"Nadia Ivory/Fiesta 8'-0"" x 11'-0""",,,Beige,NADINN-02IVFD80B0,$589.00,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,x,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$195.00
,,,Bhawan Textiles,"Nadia Ivory/Fiesta 9'-0"" x 12'-0""",,,Beige,NADINN-02IVFD90C0,$839.00,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,x,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$279.00
,,,Bhawan Textiles,"Nadia Ivory/Multi 10'-0"" x 14'-0""",,,Beige,NADINN-01IVMLA0E0,"$1,109.00",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$369.00
,,,Bhawan Textiles,"Nadia Ivory/Multi 2'-2"" X 10'",,,Beige,NADINN-01IVML22A0,$169.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$55.00
,,,Bhawan Textiles,"Nadia Ivory/Multi 2'-2"" X 12'",,,Beige,NADINN-01IVML22C0,$179.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$59.00
,,,Bhawan Textiles,"Nadia Ivory/Multi 2'-2"" x 6'-0""",,,Beige,NADINN-01IVML2260,$89.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$29.00
,,,Bhawan Textiles,"Nadia Ivory/Multi 2'-2"" X 8'",,,Beige,NADINN-01IVML2280,129.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$40.00
,,,Bhawan Textiles,"Nadia Ivory/Multi 3'-0"" x 5'-0""",,,Beige,NADINN-01IVML3050,$109.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$35.00
,,,Bhawan Textiles,"Nadia Ivory/Multi 5'-1"" X 7'-7""",,,Beige,NADINN-01IVML5177,$229.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$75.00
,,,Bhawan Textiles,"Nadia Ivory/Multi 8'-0"" x 11'-0""",,,Beige,NADINN-01IVML80B0,$589.00,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$195.00
,,,Bhawan Textiles,"Nadia Ivory/Multi 9'-0"" x 12'-0""",,,Beige,NADINN-01IVML90C0,$839.00,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$279.00
,,,Bhawan Textiles,"Nadia Ivory/Pink 10'-0"" x 14'-0""",,,Beige,NADINN-02IVPIA0E0,"$1,109.00",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$369.00
,,,Bhawan Textiles,"Nadia Ivory/Pink 2'-2"" X 10'",,,Beige,NADINN-02IVPI22A0,$169.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$55.00
,,,Bhawan Textiles,"Nadia Ivory/Pink 2'-2"" X 12'",,,Beige,NADINN-02IVPI22C0,$179.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$59.00
,,,Bhawan Textiles,"Nadia Ivory/Pink 2'-2"" x 6'-0""",,,Beige,NADINN-02IVPI2260,$89.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$29.00
,,,Bhawan Textiles,"Nadia Ivory/Pink 2'-2"" X 8'",,,Beige,NADINN-02IVPI2280,$129.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$40.00
,,,Bhawan Textiles,"Nadia Ivory/Pink 3'-0"" x 5'-0""",,,Beige,NADINN-02IVPI3050,$109.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$35.00
,,,Bhawan Textiles,"Nadia Ivory/Pink 5'-1"" X 7'-7""",,,Beige,NADINN-02IVPI5177,$229.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,75.00
,,,Bhawan Textiles,"Nadia Ivory/Pink 8'-0"" x 11'-0""",,,Beige,NADINN-02IVPI80B0,$589.00,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$195.00
,,,Bhawan Textiles,"Nadia Ivory/Pink 9'-0"" x 12'-0""",,,Beige,NADINN-02IVPI90C0,$839.00,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$279.00
,,,Bhawan Textiles,"Nadia Lava/Navy 2'-7"" x 10'-0""",,,Blue,NOURNU-01LXNV27A0,$169.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$55.00
,,,Bhawan Textiles,"Nadia Lava/Navy 2'-7"" x 8'-0""",,,Blue,NOURNU-01LXNV2780,$129.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$40.00
,,,Bhawan Textiles,"Nadia Lava/Navy 5'-2"" X 7'-7""",,,Blue,NOURNU-01LXNV5277,$209.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$69.00
,,,Bhawan Textiles,"Nadia Lava/Navy 7'-9"" X 10'-6""",,,Blue,NOURNU-01LXNV79A6,$479.00,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$159.00
,,,Bhawan Textiles,"Nadia Lava/Navy 9' X 13'-3""",,,Blue,NOURNU-01LXNV90D3,$819.00,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$270.00
,,,Bhawan Textiles,"Nadia Midnight/Pink 10'-0"" x 14'-0""",,,Pink,NADINN-06MDPIA0E0,"$1,109.00",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$369.00
,,,Bhawan Textiles,"Nadia Midnight/Pink 2'-2"" X 10'",,,Pink,NADINN-06MDPI22A0,$169.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$55.00
,,,Bhawan Textiles,"Nadia Midnight/Pink 2'-2"" X 12'",,,Pink,NADINN-06MDPI22C0,$179.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$59.00
,,,Bhawan Textiles,"Nadia Midnight/Pink 2'-2"" x 6'-0""",,,Pink,NADINN-06MDPI2260,$89.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$29.00
,,,Bhawan Textiles,"Nadia Midnight/Pink 2'-2"" X 8'",,,Pink,NADINN-06MDPI2280,$129.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$40.00
,,,Bhawan Textiles,"Nadia Midnight/Pink 3'-0"" x 5'-0""",,,Pink,NADINN-06MDPI3050,$109.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$35.00
,,,Bhawan Textiles,"Nadia Midnight/Pink 5'-1"" X 7'-7""",,,Pink,NADINN-06MDPI5177,$229.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$75.00
,,,Bhawan Textiles,"Nadia Midnight/Pink 8'-0"" x 11'-0""",,,Pink,NADINN-06MDPI80B0,$589.00,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$195.00
,,,Bhawan Textiles,"Nadia Midnight/Pink 9'-0"" x 12'-0""",,,Pink,NADINN-06MDPI90C0,$839.00,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$279.00
,,,Bhawan Textiles,"Nadia Multi 10'-0"" x 14'-0""",,,Beige,NADINN-08ML00A0E0,"$1,109.00",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$369.00
,,,Bhawan Textiles,"Nadia Multi 2'-2"" X 10'",,,Beige,NADINN-08ML0022A0,$169.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$55.00
,,,Bhawan Textiles,"Nadia Multi 2'-2"" X 12'",,,Beige,NADINN-08ML0022C0,$179.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$59.00
,,,Bhawan Textiles,"Nadia Multi 2'-2"" x 6'-0""",,,Beige,NADINN-08ML002260,$89.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$29.00
,,,Bhawan Textiles,"Nadia Multi 2'-2"" X 8'",,,Beige,NADINN-08ML002280,$129.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$40.00
,,,Bhawan Textiles,"Nadia Multi 3'-0"" x 5'-0""",,,Beige,NADINN-08ML003050,$109.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$35.00
,,,Bhawan Textiles,"Nadia Multi 5'-1"" X 7'-7""",,,Beige,NADINN-08ML005177,$229.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$75.00
,,,Bhawan Textiles,"Nadia Multi 8'-0"" x 11'-0""",,,Beige,NADINN-08ML0080B0,$589.00,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$195.00
,,,Bhawan Textiles,"Nadia Multi 9'-0"" x 12'-0""",,,Beige,NADINN-08ML0090C0,$839.00,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$279.00
,,,Bhawan Textiles,"Nadia Ocean/Fire 2'-7"" x 10'-0""",,,Red,NOURNU-06OCFI27A0,$169.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$55.00
,,,Bhawan Textiles,"Nadia Ocean/Fire 2'-7"" x 8'-0""",,,Red,NOURNU-06OCFI2780,$129.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$40.00
,,,Bhawan Textiles,"Nadia Ocean/Fire 5'-2"" X 7'-7""",,,Red,NOURNU-06OCFI5277,$209.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$69.00
,,,Bhawan Textiles,"Nadia Ocean/Fire 7'-9"" X 10'-6""",,,Red,NOURNU-06OCFI79A6,$479.00,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,X,,,,,X,,,X,X,x,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$159.00
,,,Bhawan Textiles,"Nadia Ocean/Fire 9' X 13'-3""",,,Red,NOURNU-06OCFI90D3,$819.00,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$270.00
,,,Bhawan Textiles,"Nadia Pink/Midnight 10'-0"" x 14'-0""",,,Pink,NADINN-04PIMDA0E0,"$1,109.00",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$369.00
,,,Bhawan Textiles,"Nadia Pink/Midnight 2'-2"" X 10'",,,Pink,NADINN-04PIMD22A0,$169.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$55.00
,,,Bhawan Textiles,"Nadia Pink/Midnight 2'-2"" X 12'",,,Pink,NADINN-04PIMD22C0,$179.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$59.00
,,,Bhawan Textiles,"Nadia Pink/Midnight 2'-2"" x 6'-0""",,,Pink,NADINN-04PIMD2260,$89.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$29.00
,,,Bhawan Textiles,"Nadia Pink/Midnight 2'-2"" X 8'",,,Pink,NADINN-04PIMD2280,$129.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$40.00
,,,Bhawan Textiles,"Nadia Pink/Midnight 3'-0"" x 5'-0""",,,Pink,NADINN-04PIMD3050,$109.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$35.00
,,,Bhawan Textiles,"Nadia Pink/Midnight 5'-1"" X 7'-7""",,,Pink,NADINN-04PIMD5177,$229.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$75.00
,,,Bhawan Textiles,"Nadia Pink/Midnight 8'-0"" x 11'-0""",,,Pink,NADINN-04PIMD80B0,$589.00,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$195.00
,,,Bhawan Textiles,"Nadia Pink/Midnight 9'-0"" x 12'-0""",,,Pink,NADINN-04PIMD90C0,$839.00,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$279.00
,,,Bhawan Textiles,"Nadia Pink/Multi 10'-0"" x 14'-0""",,,Pink,NADINN-05PIMLA0E0,"$1,109.00",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$369.00
,,,Bhawan Textiles,"Nadia Pink/Multi 2'-2"" X 10'",,,Pink,NADINN-05PIML22A0,$169.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$55.00
,,,Bhawan Textiles,"Nadia Pink/Multi 2'-2"" X 12'",,,Pink,NADINN-05PIML22C0,$179.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$59.00
,,,Bhawan Textiles,"Nadia Pink/Multi 2'-2"" x 6'-0""",,,Pink,NADINN-05PIML2260,$89.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$29.00
,,,Bhawan Textiles,"Nadia Pink/Multi 2'-2"" X 8'",,,Pink,NADINN-05PIML2280,$129.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$40.00
,,,Bhawan Textiles,"Nadia Pink/Multi 3'-0"" x 5'-0""",,,Pink,NADINN-05PIML3050,$109.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$35.00
,,,Bhawan Textiles,"Nadia Pink/Multi 5'-1"" X 7'-7""",,,Pink,NADINN-05PIML5177,$229.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$75.00
,,,Bhawan Textiles,"Nadia Pink/Multi 8'-0"" x 11'-0""",,,Pink,NADINN-05PIML80B0,$589.00,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$195.00
,,,Bhawan Textiles,"Nadia Pink/Multi 9'-0"" x 12'-0""",,,Pink,NADINN-05PIML90C0,$839.00,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$279.00
,,,Bhawan Textiles,"Nadia Red/Navy 2'-7"" x 10'-0""",,,Red,NOURNU-05RENV27A0,$169.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$55.00
,,,Bhawan Textiles,"Nadia Red/Navy 2'-7"" x 8'-0""",,,Red,NOURNU-05RENV2780,$129.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$40.00
,,,Bhawan Textiles,"Nadia Red/Navy 5'-2"" X 7'-7""",,,Red,NOURNU-05RENV5277,$209.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$69.00
,,,Bhawan Textiles,"Nadia Red/Navy 7'-9"" X 10'-6""",,,Red,NOURNU-05RENV79A6,$479.00,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$159.00
,,,Bhawan Textiles,"Nadia Red/Navy 9' X 13'-3""",,,Red,NOURNU-05RENV90D3,$819.00,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$270.00
,,,Bhawan Textiles,"Nadia Smoke/Slate 10'-0"" x 14'-0""",,,Grey,NADINN-07SKSLA0E0,"$1,109.00",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$369.00
,,,Bhawan Textiles,"Nadia Smoke/Slate 2'-2"" X 10'",,,Grey,NADINN-07SKSL22A0,$169.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$55.00
,,,Bhawan Textiles,"Nadia Smoke/Slate 2'-2"" X 12'",,,Grey,NADINN-07SKSL22C0,$179.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$59.00
,,,Bhawan Textiles,"Nadia Smoke/Slate 2'-2"" x 6'-0""",,,Grey,NADINN-07SKSL2260,$89.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$29.00
,,,Bhawan Textiles,"Nadia Smoke/Slate 2'-2"" X 8'",,,Grey,NADINN-07SKSL2280,$129.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$40.00
,,,Bhawan Textiles,"Nadia Smoke/Slate 3'-0"" x 5'-0""",,,Grey,NADINN-07SKSL3050,$109.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$35.00
,,,Bhawan Textiles,"Nadia Smoke/Slate 5'-1"" X 7'-7""",,,Grey,NADINN-07SKSL5177,$229.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$75.00
,,,Bhawan Textiles,"Nadia Smoke/Slate 8'-0"" x 11'-0""",,,Grey,NADINN-07SKSL80B0,$589.00,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$195.00
,,,Bhawan Textiles,"Nadia Smoke/Slate 9'-0"" x 12'-0""",,,Grey,NADINN-07SKSL90C0,$839.00,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$279.00
,,,Bhawan Textiles,"Nadia Stone/Multi 2'-7"" x 10'-0""",,,Grey,NOURNU-04SNML27A0,$169.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$55.00
,,,Bhawan Textiles,"Nadia Stone/Multi 2'-7"" x 8'-0""",,,Grey,NOURNU-04SNML2780,$129.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,x,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$40.00
,,,Bhawan Textiles,"Nadia Stone/Multi 5'-2"" X 7'-7""",,,Grey,NOURNU-04SNML5277,$209.00,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$69.00
,,,Bhawan Textiles,"Nadia Stone/Multi 7'-9"" X 10'-6""",,,Grey,NOURNU-04SNML79A6,$479.00,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$159.00
,,,Bhawan Textiles,"Nadia Stone/Multi 9' X 13'-3""",,,Grey,NOURNU-04SNML90D3,$819.00,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,X,,,,,X,,,X,X,X,,,,X,,,,,,,,,X,,X,,X,,,,X,,,,$270.00